"participant_id","academic_yr","assignment","response_min","percent_accuracy","jazz_familiarity","sleep_quality_binary","music_study_habit_binary","caffeine_binary","stress_pre_test"
1229,"2","Jazz",50.6545448542828,68.8,5,0,0,0,2
1230,"2","No_Music",38.6247383210953,67.1,1,1,1,1,2
1231,"2","Jazz",60.7530380639286,74.2,4,1,1,1,2
1232,"2","No_Music",47.4606632971976,80.3,3,1,0,1,4
1233,"2","Jazz",59.3220774585131,72.8,2,1,1,0,2
1234,"2","Jazz",45.8443254744487,69.8,3,0,0,1,4
1235,"2","No_Music",45.2442225863166,72.8,3,1,1,0,3
1236,"2","No_Music",54.4332431903513,80.3,3,1,1,0,5
1237,"2","Instrumental_Jazz",44.0669479573544,82.7,4,0,1,1,3
1238,"2","Instrumental_Jazz",45.8413525197801,87.3,2,1,1,0,2
1239,"2","Instrumental_Jazz",46.5456532661822,87,4,1,0,1,2
1240,"2","Jazz",50.9322348335422,65.4,2,1,1,0,1
1241,"2","Jazz",59.2204339332003,63.6,3,1,1,0,4
1242,"2","Instrumental_Jazz",45.1965111830614,78.5,4,1,0,0,5
1243,"2","No_Music",45.8840758964475,67.5,1,1,1,0,3
1244,"2","Jazz",46.3146604378943,75.2,4,1,0,0,3
1245,"2","Instrumental_Jazz",55.1866797498352,76.8,4,0,1,0,3
1246,"2","Instrumental_Jazz",46.2234483984261,90.4,3,1,1,1,2
1247,"2","Instrumental_Jazz",41.1023510702923,86.6,3,1,0,1,3
1248,"2","Jazz",51.0259091118029,60.1,2,0,0,1,5
1249,"2","Instrumental_Jazz",47.546808082651,79.5,3,0,0,0,1
1250,"2","No_Music",39.4057742887634,86.2,3,1,0,0,3
1251,"2","Jazz",43.5099004124714,66.4,3,1,1,0,3
1252,"2","Instrumental_Jazz",45.3622394994679,75.9,4,1,0,0,3
1253,"2","No_Music",49.8249452292016,77.9,5,1,0,0,3
1254,"2","No_Music",41.3527916386396,80.6,4,0,0,1,1
1255,"2","No_Music",54.433006906562,79.7,2,1,1,0,2
1256,"2","No_Music",53.9264662636543,73.5,3,1,1,1,2
1257,"2","No_Music",63.1955934495902,79,4,1,1,1,3
1258,"2","No_Music",49.0055555845913,82.6,4,0,0,1,5
1259,"2","No_Music",44.6318573668567,69.7,3,1,1,1,4
1260,"2","Instrumental_Jazz",38.4078483246517,83.3,5,1,1,0,4
1261,"2","Jazz",54.6315249016468,66.2,2,0,1,0,3
1262,"2","Jazz",59.0094507335648,62.7,4,1,0,1,4
1263,"2","Jazz",56.5010745090958,60.5,4,1,0,0,4
1264,"2","Instrumental_Jazz",45.3832401192421,77.2,5,1,0,0,1
1265,"2","Instrumental_Jazz",38.2434892775479,81.6,3,1,0,1,2
1266,"2","No_Music",46.7696411241793,71.1,3,1,1,1,2
1267,"2","Instrumental_Jazz",30.3313344250686,75.5,4,1,0,0,1
1268,"2","Jazz",49.8095013396284,70.4,3,1,1,0,2
1269,"2","No_Music",47.5153738276796,74.3,5,1,1,1,3
1270,"2","Jazz",41.5757938546546,69.8,1,0,0,0,1
1271,"2","Instrumental_Jazz",46.622507203987,87.3,3,1,0,1,4
1272,"2","No_Music",49.175293071537,71.9,4,1,0,0,3
1273,"2","Instrumental_Jazz",46.1277851904241,85.6,3,1,1,0,2
1274,"2","Instrumental_Jazz",37.7177272874208,77.9,3,1,0,1,3
1275,"2","Instrumental_Jazz",37.879231363311,79.7,4,0,1,1,2
1276,"2","No_Music",43.2117410176213,68.4,4,1,1,1,1
1277,"2","Jazz",46.1950201911396,72,3,1,0,1,1
1278,"2","Instrumental_Jazz",45.9224681015621,75.3,1,1,1,0,1
1279,"2","Jazz",51.1124665874577,63.4,2,1,1,0,3
1280,"2","Jazz",49.1126115708129,65.7,2,1,0,0,3
1281,"2","Instrumental_Jazz",43.0863119552143,87.9,3,1,1,1,5
1282,"2","Jazz",45.345153350662,66.1,3,0,0,1,1
1283,"2","No_Music",45.6954156384677,73.4,2,0,0,1,3
1284,"2","Jazz",46.7961067232275,75,3,1,1,0,4
1285,"2","Jazz",54.1358218511834,62.8,3,1,0,0,1
1286,"2","Jazz",59.2603981661984,69.1,3,1,0,0,2
1287,"2","Jazz",54.0918205692819,66.7,1,0,0,1,2
1288,"2","Jazz",58.5539771328843,80.4,2,1,0,1,2
1289,"2","Instrumental_Jazz",43.6104286769924,84.2,2,1,1,1,3
1290,"2","Instrumental_Jazz",39.2870876331989,93.2,4,1,0,1,2
1291,"2","Instrumental_Jazz",50.856409071017,81.5,2,1,1,1,3
1292,"2","No_Music",43.1460439810309,70.3,2,1,0,1,3
1293,"2","Jazz",45.8926533043908,64.3,2,1,0,1,2
1294,"2","Jazz",55.8366735663917,67.1,4,1,0,0,1
1295,"2","No_Music",47.5649496604284,77.4,2,1,1,1,1
1296,"2","Jazz",47.5199399628781,63.1,2,1,0,1,1
1297,"2","Jazz",54.3803602986041,65.3,3,1,1,0,3
1298,"2","Jazz",53.1511681996605,63.5,4,0,1,1,3
1299,"2","Instrumental_Jazz",51.0764997499647,84.8,5,0,1,1,3
1300,"2","Instrumental_Jazz",50.4759964447816,83.9,3,0,0,1,2
1301,"2","Jazz",46.6742611731679,61.3,4,0,1,0,3
1302,"2","No_Music",50.5088482228027,71.9,2,0,1,0,3
1303,"2","No_Music",53.3271687098552,71.7,3,1,0,0,4
1304,"2","Instrumental_Jazz",57.0121789453664,82.9,2,0,0,1,2
1305,"2","Instrumental_Jazz",44.1021447422939,82.8,4,0,1,0,5
1306,"2","No_Music",60.7499619264579,82.7,1,1,1,1,2
1307,"2","Jazz",59.7334027842807,73.6,2,1,1,1,1
1308,"2","Instrumental_Jazz",49.7302323690181,81.3,3,1,1,0,1
1309,"2","No_Music",39.7824921175185,75.3,2,1,1,0,2
1310,"2","No_Music",57.69164270758,74.4,1,1,1,0,5
1311,"2","Jazz",54.2520509811683,67.3,3,1,0,0,1
1312,"2","Jazz",52.070144982551,67.5,3,1,1,1,1
1313,"2","No_Music",48.3932506297559,80,3,1,1,0,2
1314,"2","No_Music",49.7875992362934,74.9,5,1,1,0,3
1315,"2","No_Music",52.0690430856768,72.5,4,1,1,0,3
1316,"2","Instrumental_Jazz",48.5860072635864,87.3,3,1,1,1,2
1317,"2","Jazz",57.8479893185316,65.8,3,1,0,1,1
1318,"2","No_Music",47.4283731320645,75.5,3,0,1,0,5
1319,"2","No_Music",39.2276793469834,76.7,2,1,0,1,2
1320,"2","Jazz",53.7097412415409,73.1,2,1,1,0,4
1321,"2","Jazz",51.9485606276326,67.4,4,0,1,1,2
1322,"2","No_Music",52.4465018730432,75.3,3,1,1,0,1
1323,"2","No_Music",50.525365896733,77.7,3,1,0,0,5
1324,"2","Jazz",46.8470750559165,64.1,1,1,1,1,2
1325,"2","Jazz",43.35493589566,67.9,3,1,1,0,1
1326,"2","Instrumental_Jazz",42.5464562860156,86.1,4,1,0,0,1
1327,"2","Instrumental_Jazz",41.3003218552767,83.1,3,1,1,0,2
1328,"2","Instrumental_Jazz",45.8901417989033,80.3,4,0,0,0,3
1329,"2","Instrumental_Jazz",46.1235840369017,77.7,3,1,1,0,1
1330,"2","No_Music",41.0580769887942,75.8,3,1,1,1,2
1331,"2","Jazz",59.4790522834697,72.5,5,1,1,0,2
1332,"2","Jazz",50.6902396386417,73.4,3,0,0,1,3
1333,"2","Instrumental_Jazz",44.739206237617,89.7,4,0,0,0,4
1334,"2","Jazz",55.351194189298,70.9,1,1,0,1,2
1335,"2","Instrumental_Jazz",46.2564503093851,76,3,1,0,0,1
1336,"2","Instrumental_Jazz",49.1607358943645,85.6,4,1,0,1,1
1337,"2","Jazz",47.1697291553304,67.5,1,1,0,0,2
1338,"2","Jazz",50.4432349862334,66.2,5,0,0,1,5
1339,"2","Jazz",57.6254653143734,72.2,1,0,1,0,2
1340,"2","Jazz",49.3802815583592,68.6,3,0,1,1,1
1341,"2","Jazz",51.5370971899488,65.4,5,1,0,1,4
1342,"2","No_Music",48.7334280272843,75.1,3,1,1,1,1
1343,"2","Instrumental_Jazz",41.4600755693755,80.6,5,1,0,0,2
1344,"2","Instrumental_Jazz",47.7528564801103,84.8,3,1,1,0,3
1345,"2","Instrumental_Jazz",46.2560009975873,76.4,2,1,0,1,3
1346,"2","No_Music",58.4833911967794,78.1,1,1,0,1,3
1347,"2","Jazz",47.3406462272766,72.8,3,0,1,1,5
1348,"2","Jazz",53.5808345587046,65.2,3,1,1,0,1
1349,"2","Jazz",55.6397782370854,62.7,4,0,0,1,1
1350,"2","No_Music",45.4550336199253,71.3,1,0,1,1,2
1351,"2","No_Music",41.8542442293581,79,4,1,1,0,1
1352,"2","No_Music",49.8431527421238,70.8,3,1,1,0,4
1353,"2","Jazz",49.0169597741318,73.6,1,0,1,1,5
1354,"2","Jazz",52.1755866105037,58.2,3,1,1,0,3
1355,"2","No_Music",48.0871756461183,72.4,3,0,0,0,1
1356,"2","No_Music",47.5615566252121,70.7,3,1,1,1,2
1357,"2","Instrumental_Jazz",40.4536149086374,82.9,1,0,0,0,2
1358,"2","Jazz",49.3875599965407,63.3,4,0,1,0,3
1359,"2","Instrumental_Jazz",41.7823948008921,86.7,3,0,1,0,4
1360,"2","Jazz",49.5276318792685,75.9,3,1,1,0,2
1361,"2","Jazz",54.3850322297648,70.8,2,1,1,0,3
1362,"2","No_Music",43.1452343328496,80.9,3,1,0,1,2
1363,"2","Jazz",50.789480007421,67.3,3,0,1,1,2
1364,"2","Jazz",56.4431880435075,58.8,3,1,0,1,2
1365,"2","No_Music",56.5104638121989,76.7,2,0,1,0,3
1366,"2","Jazz",51.4732803110128,75,1,1,0,0,1
1367,"2","No_Music",46.6557695446358,79.8,4,0,0,0,1
1368,"2","Instrumental_Jazz",48.6270058010118,67.1,3,1,1,1,4
1369,"2","Jazz",52.2493483797339,62.8,4,1,1,0,2
1370,"2","No_Music",51.9112545315006,67.5,1,1,1,1,2
1371,"2","No_Music",57.3925722137178,74.1,4,1,1,1,3
1372,"2","Instrumental_Jazz",44.4711126797081,73.8,3,0,0,1,2
1373,"2","No_Music",50.0628146044764,82.2,3,1,1,1,1
1374,"2","Jazz",45.4512643417395,69.8,4,0,0,1,3
1375,"2","No_Music",43.4843981773919,83,3,0,1,1,3
1376,"2","No_Music",45.9933836384197,76.8,3,0,0,1,1
1377,"2","Instrumental_Jazz",44.3731319170225,79.6,1,0,1,0,5
1378,"2","No_Music",43.4666892572975,79.1,5,1,0,1,2
1379,"2","No_Music",55.0875417646751,74.8,4,0,1,1,1
1380,"2","Jazz",47.4592750931371,68.9,3,1,0,0,2
1381,"2","Instrumental_Jazz",42.5775107457318,76.7,3,1,1,0,3
1382,"2","Jazz",46.0226047653199,61.9,2,1,1,0,4
1383,"2","No_Music",48.3371296536915,71.7,3,0,0,1,2
1384,"2","Instrumental_Jazz",44.7214301817216,88.6,1,0,1,0,3
1385,"2","Instrumental_Jazz",48.8888519510482,98.2,4,1,1,1,1
1386,"2","Jazz",37.5373081609687,66.2,3,1,1,1,1
1387,"2","Jazz",50.2195682102873,73.4,2,0,1,1,3
1388,"2","Jazz",49.1800647512148,53.3,1,0,0,1,3
1389,"2","No_Music",54.2953117925781,72.9,5,0,0,0,1
1390,"2","No_Music",44.3130998308503,74,3,1,1,0,4
1391,"2","No_Music",44.101105329716,75,3,0,0,1,2
1392,"2","Instrumental_Jazz",54.7722758819132,85.2,3,1,1,1,3
1393,"2","Jazz",51.0559626061443,64.3,3,1,1,0,3
1394,"2","Instrumental_Jazz",49.904833321521,75.8,3,0,1,0,3
1395,"2","Instrumental_Jazz",45.5011717094889,87.9,2,1,1,1,1
1396,"2","Jazz",60.6190524812335,68.5,4,1,0,1,2
1397,"2","Jazz",50.8945123269368,60.7,5,1,1,0,3
1398,"2","Jazz",45.6867319104809,67.7,3,1,0,1,2
1399,"2","No_Music",60.1551687087,71.2,3,1,1,1,5
1400,"2","Jazz",58.5418843628009,76.3,3,0,0,1,4
1401,"2","Jazz",54.2823223181011,74.7,3,1,1,0,3
1402,"2","No_Music",47.8302539124744,60.1,2,1,0,0,5
1403,"2","No_Music",50.3186172155952,83.9,4,0,1,0,1
1404,"2","No_Music",43.9215968174555,71.9,3,0,0,1,4
1405,"2","Jazz",59.2671275509036,67.8,3,0,1,1,2
1406,"2","Jazz",52.0329083890503,67.4,3,1,0,1,3
1407,"2","No_Music",54.4512971806157,76,2,1,1,0,3
1408,"2","Instrumental_Jazz",45.8744746409427,87.4,1,0,1,0,2
1409,"2","No_Music",49.7243409166567,68.6,2,1,0,0,2
1410,"2","Instrumental_Jazz",52.6573510089753,90.9,2,0,1,0,3
1411,"2","Jazz",49.33979993977,73,3,0,0,1,4
1412,"2","Instrumental_Jazz",40.925411723985,93.4,5,1,0,0,5
1413,"2","Jazz",52.8489375749529,72.4,2,1,1,1,1
1414,"2","Instrumental_Jazz",36.822700340651,83.6,3,0,0,1,1
1415,"2","No_Music",54.1118162294934,82.7,1,1,0,0,2
1416,"2","Instrumental_Jazz",48.0365011766089,87.4,3,1,1,1,2
1417,"2","Instrumental_Jazz",40.8437778376086,85.2,5,1,1,1,1
1418,"2","Instrumental_Jazz",46.5091355038548,75.7,5,1,0,0,1
1419,"2","No_Music",48.1155744907598,79.4,5,1,0,0,1
1420,"2","No_Music",48.0556942717517,67.9,2,1,0,0,1
1421,"2","Instrumental_Jazz",34.7698952070543,86.6,3,1,1,0,4
1422,"2","No_Music",42.932080303291,79.1,1,0,1,0,3
1423,"2","No_Music",50.9903394003083,76.1,3,0,0,1,3
1424,"2","Instrumental_Jazz",50.771207822998,77.4,5,1,1,0,3
1425,"2","No_Music",55.2548776142574,72.1,4,1,1,1,5
1426,"2","Jazz",49.7586197780005,76.4,3,1,0,0,3
1427,"2","Jazz",53.6244366250918,64.3,5,1,1,1,3
1428,"2","No_Music",51.0281663871799,80,5,1,0,1,5
1429,"2","No_Music",42.034214867787,72.1,5,1,1,1,3
1430,"2","No_Music",44.8905911942671,75.5,3,1,1,1,5
1431,"2","No_Music",46.6690785087525,77.2,4,0,1,1,3
1432,"2","Instrumental_Jazz",40.7109942017709,84.4,2,0,1,1,3
1433,"2","Instrumental_Jazz",51.8460956615376,71.2,5,1,1,1,3
1434,"2","No_Music",49.5453937309552,80.7,4,1,0,1,5
1435,"2","Instrumental_Jazz",50.2088154165107,88.6,4,0,1,1,2
1436,"2","Jazz",49.0016895305707,64.8,3,1,1,0,2
1437,"2","No_Music",45.3112263080144,70.1,3,0,1,1,3
1438,"2","Jazz",47.149432569688,67.1,3,0,1,1,2
1439,"2","Jazz",55.8350910058411,73.4,3,0,0,0,2
1440,"2","No_Music",50.6132017502295,72.2,2,0,0,0,2
1441,"2","Instrumental_Jazz",45.6163581060203,83.2,4,1,1,0,3
1442,"2","No_Music",48.2637254136608,70.8,4,1,1,0,2
1443,"2","Jazz",55.715110956092,72.2,3,0,1,1,2
1444,"2","No_Music",48.246626454042,71.1,3,1,1,1,5
1445,"2","Instrumental_Jazz",43.3756020715908,86.1,3,1,0,0,1
1446,"2","Instrumental_Jazz",42.9331206775088,82.9,1,1,1,1,1
1447,"2","Instrumental_Jazz",43.5596190627611,75.7,4,1,1,0,2
1448,"2","Jazz",43.8465833694482,69.4,1,0,0,1,3
1449,"2","Jazz",58.7731188506628,66.3,1,1,1,1,1
1450,"2","No_Music",43.6923891371517,85.4,3,1,0,0,5
1451,"2","Instrumental_Jazz",43.0108518258644,81.5,4,1,1,1,2
1452,"2","Jazz",47.2989205808718,62.3,3,1,0,0,1
1453,"2","Instrumental_Jazz",49.3120612638475,97.6,3,0,0,0,3
1454,"2","Jazz",53.733064487752,65.6,5,0,0,0,1
1455,"2","Instrumental_Jazz",48.3484122126228,89.7,4,1,1,1,3
1456,"2","Instrumental_Jazz",50.8219055418453,78.7,1,0,1,0,5
1457,"2","No_Music",45.0020853221477,77,3,0,0,0,2
1458,"2","Jazz",52.5304860206932,64.1,3,0,1,0,3
1459,"2","Jazz",50.1241058110854,63.6,2,1,1,0,1
1460,"2","Instrumental_Jazz",41.1510470712457,85,2,1,1,0,1
1461,"2","No_Music",48.653431029876,77.5,1,0,1,0,4
1462,"2","Jazz",49.260995854737,64.5,3,1,0,1,3
1463,"2","Jazz",59.7467494270666,68.6,4,1,1,0,2
1464,"2","Instrumental_Jazz",55.8684459535323,81.3,3,1,0,0,2
1465,"2","No_Music",59.1348879640494,77.8,4,1,0,0,3
1466,"2","Jazz",56.0057324895893,68.9,4,1,0,0,5
1467,"2","Jazz",48.7495151879432,65.3,4,1,1,0,2
1468,"2","Instrumental_Jazz",49.322331896711,90.4,3,1,1,0,4
1469,"2","No_Music",52.9677532808043,79.8,3,0,1,1,2
1470,"2","No_Music",54.6398899167293,81.9,3,0,1,1,4
1471,"2","Instrumental_Jazz",50.2801420544259,82.2,3,1,1,0,2
1472,"2","Instrumental_Jazz",46.2858748289407,81,3,0,1,0,2
1473,"2","No_Music",44.5231052958555,82.6,2,1,1,0,3
1474,"2","Jazz",57.4807356462724,66.5,3,0,0,1,3
1475,"2","No_Music",53.7083919539675,71.2,3,1,1,0,2
1476,"2","No_Music",44.2122118241822,79.4,2,0,1,1,1
1477,"2","Instrumental_Jazz",50.0786733096139,82.9,1,1,0,0,5
1478,"2","Instrumental_Jazz",42.7267799771235,78.5,2,1,1,0,4
1479,"2","Instrumental_Jazz",43.6649753139204,79.1,2,1,0,1,2
1480,"2","Jazz",50.4183860844356,69.1,3,1,0,1,2
1481,"2","No_Music",57.530654818623,69.2,3,1,0,0,5
1482,"2","Jazz",51.48700734515,61.3,3,0,1,0,1
1483,"2","Jazz",51.1317771546181,67.8,4,0,1,1,5
1484,"2","Instrumental_Jazz",48.1990579164314,90.3,2,0,0,1,5
1485,"2","Instrumental_Jazz",39.1118837093616,89.7,5,1,1,0,4
1486,"2","Instrumental_Jazz",39.8501528091603,77.1,4,1,1,0,5
1487,"2","Instrumental_Jazz",37.5117586106668,79.7,4,1,0,0,4
1488,"2","No_Music",50.319764395753,73.8,1,1,1,0,4
1489,"2","No_Music",52.0578911380893,73.3,5,0,0,0,4
1490,"2","No_Music",49.2517237304664,79.6,4,1,0,1,3
1491,"2","No_Music",52.6169218041274,69.4,2,0,0,0,5
1492,"2","Instrumental_Jazz",48.7682326014178,76.8,2,1,0,0,2
1493,"2","No_Music",50.112148684233,72.5,2,1,1,0,1
1494,"2","Jazz",58.0181603588554,73.8,4,1,1,1,3
1495,"2","Jazz",53.0906890757501,69.4,1,0,1,1,3
1496,"2","Instrumental_Jazz",46.4897931808096,85.5,3,1,1,1,3
1497,"2","Instrumental_Jazz",45.2239608375053,84.2,3,1,1,0,1
1498,"2","Instrumental_Jazz",41.7163708869801,81.4,3,1,0,0,2
1499,"2","No_Music",46.7960428408471,81.4,3,1,1,1,3
1500,"2","Instrumental_Jazz",38.6311745686036,94.5,2,1,1,0,2
1501,"3","No_Music",48.1791209140405,76.8,4,0,0,1,5
1502,"3","Instrumental_Jazz",48.948697393697,82.8,3,0,1,0,2
1503,"3","Jazz",48.0667742044723,71.6,4,0,0,0,2
1504,"3","No_Music",48.4829188782728,80.4,3,0,1,0,2
1505,"3","No_Music",50.4802021066079,77.3,2,1,0,1,2
1506,"3","Jazz",44.3885548852395,75.3,3,1,1,1,2
1507,"3","No_Music",46.6796364756876,78.9,4,1,1,1,3
1508,"3","Jazz",50.7522699001544,74.8,3,1,1,0,1
1509,"3","No_Music",54.7714933868847,89.5,4,1,0,0,3
1510,"3","No_Music",57.3589604591642,75,1,0,0,1,2
1511,"3","No_Music",39.8475304788423,77.1,5,0,0,1,1
1512,"3","No_Music",52.197877195598,75.1,3,1,1,0,2
1513,"3","Jazz",47.9743208401912,66.7,2,1,0,0,4
1514,"3","No_Music",53.0613223591887,73.1,2,1,1,1,2
1515,"3","Instrumental_Jazz",44.7291700320257,84.5,3,1,0,0,3
1516,"3","No_Music",52.5458626273949,71.4,3,1,0,0,4
1517,"3","Instrumental_Jazz",40.4367945955491,75.6,4,0,1,1,3
1518,"3","No_Music",57.4560910493877,77.4,1,1,0,1,3
1519,"3","Jazz",53.3323219278308,65.1,2,0,0,0,3
1520,"3","No_Music",33.7673577299188,70.8,2,1,1,1,5
1521,"3","Jazz",54.1900964925386,67,3,1,1,1,5
1522,"3","Instrumental_Jazz",58.739952205867,81.3,1,0,1,1,2
1523,"3","Jazz",60.8234902409525,69.1,3,1,1,0,4
1524,"3","Instrumental_Jazz",55.1321603506225,77.1,5,0,0,1,3
1525,"3","No_Music",44.5915529443383,82.3,5,1,1,0,3
1526,"3","No_Music",53.982109481022,75.2,3,0,1,0,2
1527,"3","Jazz",62.9474766036879,77,3,0,1,1,1
1528,"3","Instrumental_Jazz",48.762880670098,94.1,2,1,1,1,4
1529,"3","Jazz",49.6678671180836,69.4,4,1,1,1,3
1530,"3","Instrumental_Jazz",50.3985255339506,85,4,0,1,1,1
1531,"3","No_Music",54.6608879075611,88.1,3,0,0,0,3
1532,"3","Instrumental_Jazz",42.8744621269046,80.4,3,0,0,1,2
1533,"3","Instrumental_Jazz",50.3404388328926,78,3,1,1,0,3
1534,"3","No_Music",45.9272397608456,86.2,3,1,1,1,4
1535,"3","Instrumental_Jazz",52.762388639434,76.9,3,1,1,1,5
1536,"3","No_Music",51.975582271221,74.2,2,1,1,0,4
1537,"3","No_Music",51.93174844219,73.9,3,1,1,1,1
1538,"3","No_Music",50.5530135123037,74.3,3,0,1,0,3
1539,"3","Instrumental_Jazz",38.8726254811628,81.5,2,1,1,1,2
1540,"3","No_Music",54.4356783171504,84.7,3,1,0,1,2
1541,"3","No_Music",58.4483942334857,79.6,3,0,0,1,2
1542,"3","Instrumental_Jazz",45.4231002360888,78.9,3,1,1,1,3
1543,"3","No_Music",49.8840824093558,78.4,4,1,1,0,2
1544,"3","Instrumental_Jazz",46.2505332760502,78.2,4,1,0,0,3
1545,"3","Jazz",51.4309456807581,71.1,3,1,1,0,1
1546,"3","Jazz",49.3581934223144,65.4,5,1,0,0,4
1547,"3","Jazz",58.7125474973011,66,2,1,1,1,2
1548,"3","Instrumental_Jazz",49.141149912559,73.5,3,0,1,1,3
1549,"3","Instrumental_Jazz",48.677641315065,80.1,4,1,0,1,1
1550,"3","No_Music",53.3415682644334,69.6,2,1,0,1,2
1551,"3","Jazz",50.6330729157809,65.1,4,0,1,1,2
1552,"3","Jazz",44.6124702274012,70.2,3,1,0,0,1
1553,"3","No_Music",58.1317995026405,79.5,5,0,0,1,3
1554,"3","No_Music",44.6088316096806,73.9,3,1,1,0,1
1555,"3","No_Music",49.6073899173414,69.7,2,1,1,0,3
1556,"3","No_Music",56.4555838068229,81.1,5,1,0,1,1
1557,"3","Jazz",51.2648838458065,70.7,3,1,1,1,1
1558,"3","Instrumental_Jazz",55.7312256380097,89.5,1,1,1,0,5
1559,"3","Jazz",40.3159736003296,68.9,4,1,0,1,3
1560,"3","No_Music",49.4723520965409,77.7,3,1,1,0,3
1561,"3","Jazz",57.5446775336303,68.1,4,1,0,1,3
1562,"3","Instrumental_Jazz",49.1170009764465,95.9,2,1,1,1,1
1563,"3","Instrumental_Jazz",47.310125586998,83.3,4,1,1,0,5
1564,"3","Jazz",57.100921171294,64.2,3,0,0,1,1
1565,"3","Instrumental_Jazz",48.9887857225299,87.7,3,1,1,1,5
1566,"3","No_Music",50.2630658595181,87.4,1,1,1,1,2
1567,"3","Instrumental_Jazz",37.514123288127,75.9,3,1,1,0,3
1568,"3","Instrumental_Jazz",51.3474077880306,90.4,2,1,1,1,2
1569,"3","No_Music",52.228770182191,77,3,1,0,0,3
1570,"3","Jazz",51.9275737192429,68.3,4,1,0,0,2
1571,"3","No_Music",40.597924707524,76.5,2,1,1,1,2
1572,"3","Jazz",53.6694160467584,51.4,4,1,0,1,3
1573,"3","Jazz",50.5652219420342,77.7,3,1,1,0,3
1574,"3","No_Music",51.3785806961764,82.8,3,1,1,1,1
1575,"3","Jazz",50.5656456961367,70.9,2,1,1,1,1
1576,"3","Instrumental_Jazz",53.5166277546828,87.1,2,1,0,1,2
1577,"3","Jazz",47.1921571649878,60.3,1,1,0,0,4
1578,"3","Instrumental_Jazz",43.0384806978329,81.7,3,1,0,1,2
1579,"3","Instrumental_Jazz",56.1286399990557,81,1,0,1,0,4
1580,"3","Instrumental_Jazz",39.1451268384551,83.8,2,0,0,0,3
1581,"3","Jazz",46.9710197179943,70.8,4,1,1,0,2
1582,"3","No_Music",54.8182401856196,73.2,4,1,0,0,1
1583,"3","No_Music",49.3835653031214,81.9,5,1,0,0,1
1584,"3","Instrumental_Jazz",40.4374341488208,86.3,3,1,1,0,2
1585,"3","Jazz",58.0639013849848,70.9,2,1,0,0,2
1586,"3","Jazz",52.410876409126,76,3,1,1,1,5
1587,"3","Instrumental_Jazz",41.7879136649442,83.6,3,1,1,0,5
1588,"3","Instrumental_Jazz",47.5809199291697,84,2,0,1,0,3
1589,"3","Instrumental_Jazz",42.1560403585165,78.5,3,1,1,1,2
1590,"3","Instrumental_Jazz",41.5739242580805,81.7,2,0,1,0,5
1591,"3","Instrumental_Jazz",47.6025718692702,83.8,5,1,0,0,3
1592,"3","No_Music",51.3488719050615,79.2,2,1,1,1,2
1593,"3","Jazz",52.9021490225433,63.7,5,1,0,0,3
1594,"3","No_Music",50.4665672738762,81,1,0,1,0,2
1595,"3","No_Music",46.5488533126528,80.5,3,1,1,0,1
1596,"3","Jazz",59.013417917361,64.1,3,1,0,0,2
1597,"3","Jazz",52.3141690539639,68.4,3,1,1,0,3
1598,"3","No_Music",40.967607369768,80.5,3,0,1,0,2
1599,"3","No_Music",51.0872627255166,75.8,3,0,1,1,3
1600,"3","Jazz",51.2200183322217,71.4,3,1,0,1,5
1601,"3","No_Music",51.3300990646966,77.5,4,0,1,0,3
1602,"3","No_Music",50.2410006947623,71.2,1,1,1,1,1
1603,"3","No_Music",44.0519566233422,74.1,2,0,0,0,2
1604,"3","Jazz",46.7787696030776,74,3,0,0,0,4
1605,"3","Jazz",48.4264190344214,75.4,2,1,1,0,2
1606,"3","Jazz",57.8251340753887,59.5,1,0,1,0,2
1607,"3","Instrumental_Jazz",48.7866856641797,94.5,3,1,0,1,2
1608,"3","Instrumental_Jazz",55.0504173427694,85.6,3,1,0,0,1
1609,"3","Instrumental_Jazz",45.4278452424235,84.9,3,0,0,1,2
1610,"3","No_Music",51.1484979856264,82.2,1,1,0,1,1
1611,"3","No_Music",54.5369345182349,79.4,5,1,0,1,4
1612,"3","No_Music",55.90092939177,81.1,4,0,1,0,1
1613,"3","No_Music",50.0267570099008,80.8,3,1,1,1,1
1614,"3","Jazz",57.2051233296536,68.7,3,1,1,1,1
1615,"3","No_Music",50.4224523281213,77.5,3,0,1,0,3
1616,"3","Jazz",54.9917211278373,74.4,4,1,1,1,2
1617,"3","Instrumental_Jazz",41.8943652540322,84.2,2,1,1,1,3
1618,"3","No_Music",49.0198405158293,76.6,5,1,0,0,1
1619,"3","No_Music",50.6042017334077,78,3,0,0,1,3
1620,"3","Instrumental_Jazz",48.0681580752608,85.4,5,1,0,0,3
1621,"3","Instrumental_Jazz",41.2537300198846,85.8,1,1,1,0,3
1622,"3","Instrumental_Jazz",50.1095753538626,81.3,2,1,1,1,3
1623,"3","Jazz",54.4766675004094,69.4,3,0,1,0,1
1624,"3","No_Music",50.8826408932894,75,3,1,1,1,3
1625,"3","Jazz",47.6395038862974,61,3,0,1,0,2
1626,"3","Jazz",56.4062457068152,70,3,1,1,0,1
1627,"3","Jazz",51.3425124567648,74.3,2,0,0,1,3
1628,"3","No_Music",49.3408375035504,73.9,3,0,0,0,5
1629,"3","Instrumental_Jazz",43.4452082257564,88.9,3,0,0,0,2
1630,"3","Jazz",56.4196638297833,66.6,3,0,1,1,3
