"participant_id","treatment_invite","age","income","income_sq","race","family_law_enforcement","prev_incarcerated","family_incarcerated","num_children","num_children_under18","completed_pre_survey","completed_post_survey","attended_forum","trust_index_pre","trust_index_post","stress_index_pre","stress_index_post","safety_index_pre","safety_index_post","engage_index_pre","engage_index_post","satisfaction_index_pre","satisfaction_index_post"
787,0,37,13954,194714116,"White",0,1,0,1,1,1,1,0,2,2,3,3,3,3,3,3,3,3
788,0,42,30349,921061801,"Black",0,1,1,3,3,1,1,0,2,2,4,3,2,2,3,3,3,3
789,0,43,115561,13354344721,"White",0,0,0,1,0,1,1,0,3,3,4,4,2,3,3,3,3,3
790,1,51,43710,1910564100,"Black",0,0,0,0,0,1,1,1,3,4,2,2,2,2,3,3,2,3
791,1,57,50382,2538345924,"Black",1,0,0,0,0,1,1,1,2,3,3,3,2,2,4,4,5,5
792,1,44,69813,4873854969,"Black",0,0,1,1,1,1,0,0,3,,4,,4,,3,,2,
793,0,39,82557,6815658249,"White",0,0,0,2,2,1,1,0,2,1,4,4,3,3,3,3,3,3
794,0,61,131239,17223675121,"White",0,0,0,2,0,1,1,0,3,3,3,3,4,4,3,3,3,3
795,1,42,92766,8605530756,"Black",0,0,0,1,0,1,1,0,3,3,3,4,4,4,3,3,3,3
796,0,64,16609,275858881,"Hispanic",0,0,0,0,0,1,1,0,3,2,3,3,3,3,4,4,3,3
797,0,39,37415,1399882225,"Black",0,0,1,0,0,0,1,0,,3,,4,,3,,3,,4
798,0,49,63679,4055015041,"Hispanic",0,0,0,2,2,1,1,0,3,3,3,3,3,3,4,4,3,3
799,0,18,45822,2099655684,"Other",0,0,0,0,0,1,1,0,3,3,4,4,3,3,3,3,2,3
800,0,38,8747,76510009,"Black",0,0,0,1,1,1,1,0,1,1,5,5,3,2,4,4,3,4
801,0,40,27263,743271169,"Black",0,0,0,2,1,1,1,0,3,4,3,4,4,4,3,3,3,3
802,0,29,112580,12674256400,"Asian",0,1,1,3,3,1,1,1,1,2,3,3,4,4,3,3,3,3
803,0,24,56739,3219314121,"White",0,0,0,0,0,0,0,1,,,,,,,,,,
804,0,54,15394,236975236,"Asian",0,0,0,1,1,0,1,0,,3,,1,,2,,3,,2
805,0,54,59428,3531687184,"Black",0,0,0,0,0,1,1,0,3,2,3,4,4,4,4,4,4,4
806,1,21,44038,1939345444,"Black",0,0,0,2,1,1,0,1,3,,3,,4,,2,,2,
807,0,46,85585,7324792225,"Black",0,1,0,1,0,1,1,0,2,1,4,4,3,3,2,2,2,2
808,0,23,269689,72732156721,"Black",0,0,1,3,2,1,1,0,1,1,4,4,5,5,3,3,3,3
809,1,24,14869,221087161,"White",0,0,1,2,2,0,1,1,,3,,3,,2,,3,,3
810,1,48,33381,1114291161,"Black",0,0,0,1,1,1,1,1,3,3,3,2,4,4,3,3,3,4
811,0,30,44746,2002204516,"Black",0,0,0,3,3,1,1,0,2,2,4,4,2,2,2,2,2,2
812,1,55,9053,81956809,"White",0,0,0,1,0,1,1,1,2,3,4,3,3,3,3,3,3,3
813,0,41,48767,2378220289,"White",0,1,1,0,0,1,1,1,2,3,4,3,3,4,2,2,2,2
814,1,48,31109,967769881,"Black",1,1,0,0,0,1,1,0,3,2,5,5,3,4,3,3,2,2
815,1,32,299018,89411764324,"White",0,0,0,1,1,1,1,1,3,3,3,2,4,4,4,4,2,3
816,0,23,4844,23464336,"Hispanic",0,,0,1,0,1,1,0,3,3,4,4,3,3,2,3,5,4
817,0,54,164449,27043473601,"Black",0,1,0,3,2,0,1,1,,3,,3,,3,,2,,3
818,0,44,111994,12542656036,"Black",0,1,0,2,1,1,1,0,1,1,3,4,3,3,2,2,2,1
819,1,36,90026,8104680676,"White",0,0,0,0,0,1,0,0,2,,3,,4,,3,,3,
820,1,41,56231,3161925361,"Black",0,0,0,2,1,1,1,0,3,3,3,4,3,4,3,3,3,3
821,1,60,28315,801739225,"White",0,0,0,3,2,0,1,1,,2,,3,,3,,3,,3
822,0,30,121089,14662545921,"White",0,0,0,3,1,1,0,0,2,,3,,3,,2,,3,
823,1,29,24617,605996689,"Black",0,0,0,4,3,0,0,0,,,,,,,,,,
824,1,31,87168,7598260224,"White",0,0,0,0,0,1,1,0,1,1,4,3,4,3,4,3,2,2
825,1,18,69002,4761276004,"Black",0,1,0,1,1,1,1,1,1,1,3,3,3,4,3,3,3,3
826,0,52,118275,13988975625,"Black",0,0,1,5,2,1,0,0,3,,3,,3,,4,,3,
827,0,43,31025,962550625,"White",0,1,1,1,1,1,1,0,2,1,3,3,3,3,3,3,4,4
828,0,43,31413,986776569,"Black",0,0,0,2,1,1,1,0,3,3,3,3,4,4,2,2,2,2
829,0,39,63668,4053614224,"Black",0,0,1,0,0,1,1,0,1,1,3,3,4,4,3,3,3,3
830,1,32,63852,4077077904,"Black",0,,0,2,1,1,1,1,3,3,3,3,2,2,3,3,3,5
831,0,28,150088,22526407744,"White",1,0,0,0,0,1,1,0,4,4,2,3,4,4,3,4,3,3
832,1,53,73725,5435375625,"Black",0,0,0,1,1,1,0,1,2,,3,,3,,2,,3,
833,0,19,56143,3152036449,"Black",1,1,1,3,2,1,1,0,3,3,4,4,3,3,3,4,3,2
834,1,47,98113,9626160769,"Black",0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3
835,1,28,32367,1047622689,"Black",0,1,0,0,0,1,1,0,3,3,4,4,2,2,2,1,2,2
836,1,44,119869,14368577161,"Hispanic",0,1,1,0,0,1,1,0,3,3,4,3,2,2,3,3,3,3
837,1,29,22065,486864225,"White",0,0,0,1,1,1,1,1,3,3,2,1,4,4,3,3,3,5
838,1,32,65532,4294443024,"White",0,0,0,0,0,1,0,1,2,,2,,3,,3,,3,
839,0,67,12763,162894169,"Hispanic",1,,1,0,0,1,1,0,2,1,3,3,3,3,3,3,3,3
840,0,50,60897,3708444609,"Asian",0,0,0,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4
841,1,18,14263,203433169,"White",0,0,0,1,0,1,1,1,3,4,3,4,4,4,3,4,2,3
842,1,42,41547,1726153209,"Black",0,0,0,1,1,1,1,1,3,3,4,4,3,3,2,2,3,3
843,1,33,12257,150234049,"Black",0,0,0,1,1,1,1,0,2,2,5,5,2,2,2,2,4,3
844,0,23,29974,898440676,"Black",0,1,0,1,1,1,1,0,2,2,3,3,3,3,2,2,2,2
845,1,43,26872,722104384,"Black",0,1,1,1,0,1,1,0,1,2,5,5,3,3,4,5,2,2
846,0,42,77932,6073396624,"White",0,0,0,2,0,1,0,0,3,,4,,3,,4,,3,
847,1,35,31385,985018225,"Hispanic",0,0,0,1,1,0,1,0,,3,,3,,2,,3,,3
848,0,70,27035,730891225,"White",0,0,0,2,0,1,0,0,2,,2,,3,,4,,2,
849,0,18,132852,17649653904,"White",0,0,0,2,2,1,1,0,3,3,3,3,3,3,3,3,3,3
850,0,53,190064,36124324096,"Black",0,0,0,0,0,0,1,0,,2,,3,,3,,3,,2
851,0,36,119918,14380326724,"Hispanic",0,0,0,1,0,1,0,0,2,,2,,4,,2,,3,
852,1,50,15166,230007556,"White",0,0,0,3,2,1,1,0,2,3,3,3,4,4,3,3,2,3
853,1,33,138843,19277378649,"Hispanic",0,,0,3,3,1,1,1,3,4,3,2,3,3,2,3,4,4
854,1,31,18713,350176369,"Black",1,0,1,0,0,1,1,1,3,4,3,3,3,3,4,4,3,3
855,1,18,47203,2228123209,"White",0,0,1,0,0,1,0,1,3,,4,,4,,2,,2,
856,0,37,89980,8096400400,"White",0,1,0,2,2,1,1,0,2,2,3,3,3,3,3,3,3,2
857,1,77,42136,1775442496,"Hispanic",0,0,0,1,0,1,1,1,2,2,4,3,3,3,3,3,1,2
858,0,55,44332,1965326224,"Black",0,1,0,2,0,1,1,0,1,1,5,4,4,4,3,3,3,3
859,0,65,55275,3055325625,"Black",0,0,0,0,0,1,1,0,4,3,4,4,4,4,3,3,3,3
860,1,54,70408,4957286464,"Black",1,0,0,2,1,1,1,1,3,3,4,3,4,4,3,3,3,4
861,0,57,69484,4828026256,"White",0,0,0,2,2,1,1,1,3,4,3,3,3,3,3,3,3,3
862,0,54,12565,157879225,"Black",1,1,1,0,0,1,1,0,2,3,4,5,3,3,3,3,3,3
863,1,47,43445,1887468025,"Black",0,1,0,2,0,1,1,1,2,3,4,4,2,2,3,4,2,2
864,0,31,62897,3956032609,"White",0,0,0,0,0,1,0,1,3,,2,,3,,3,,2,
865,1,32,80207,6433162849,"White",0,0,0,2,2,1,1,0,3,3,3,3,3,3,2,2,2,2
866,0,18,38789,1504586521,"Hispanic",0,0,0,4,3,1,1,0,2,2,3,3,4,4,2,2,3,3
867,0,40,28500,812250000,"Other",0,0,0,0,0,1,1,0,3,4,3,3,3,3,4,4,3,3
868,0,53,16743,280328049,"Black",0,1,0,2,0,1,1,0,3,3,4,4,2,2,3,3,2,2
869,1,55,27910,778968100,"White",0,1,0,1,0,1,1,1,2,3,3,3,3,3,4,4,3,3
870,1,41,45368,2058255424,"Black",0,0,1,0,0,1,1,1,2,3,3,3,3,2,2,3,3,3
871,0,32,30080,904806400,"Black",0,0,0,0,0,0,1,0,,2,,5,,5,,2,,4
872,0,89,80462,6474133444,"White",0,0,0,2,1,1,1,1,3,3,4,4,4,3,3,3,2,3
873,1,51,67089,4500933921,"Black",0,0,0,1,0,0,1,1,,2,,2,,3,,4,,3
874,1,61,13805,190578025,"Black",0,0,0,0,0,1,0,1,2,,3,,3,,2,,2,
875,1,35,64450,4153802500,"Black",0,0,0,0,0,1,1,1,3,3,4,3,3,3,2,3,3,4
876,1,39,77122,5947802884,"White",0,0,0,2,1,1,1,1,3,3,3,2,3,3,3,3,3,4
877,0,47,40567,1645681489,"White",1,0,0,1,1,1,1,0,4,3,2,1,2,3,4,3,4,3
878,1,65,48951,2396200401,"Black",1,1,0,0,0,0,1,1,,2,,3,,3,,3,,2
879,1,35,35383,1251956689,"Black",0,0,0,3,1,0,1,1,,4,,3,,4,,4,,3
880,1,53,39540,1563411600,"Black",0,0,0,0,0,1,1,1,2,3,3,2,3,2,2,2,2,2
881,0,18,22340,499075600,"Hispanic",0,0,0,4,2,1,0,1,2,,3,,3,,3,,3,
882,1,32,70259,4936327081,"Black",0,1,1,0,0,1,1,1,2,2,4,4,2,2,3,3,2,3
883,1,21,18768,352237824,"Black",0,,1,0,0,1,0,1,1,,3,,4,,2,,3,
884,0,57,31176,971942976,"Black",0,1,0,0,0,1,1,1,1,2,4,4,2,3,3,4,2,3
885,1,38,24074,579557476,"Hispanic",0,0,1,0,0,0,1,0,,1,,2,,4,,4,,2
886,1,34,24910,620508100,"White",0,0,0,4,3,1,0,1,3,,3,,3,,3,,3,
887,0,61,37232,1386221824,"Hispanic",0,0,0,3,1,0,1,0,,4,,4,,2,,4,,4
888,0,57,33914,1150159396,"White",0,0,0,2,2,1,1,1,3,4,2,2,4,4,2,2,3,3
889,0,27,28561,815730721,"Black",0,0,0,1,1,1,1,0,2,3,4,4,3,3,3,3,4,3
890,0,46,40824,1666598976,"White",0,0,0,0,0,1,1,0,3,3,3,3,4,5,4,3,4,4
891,1,22,14071,197993041,"Other",0,0,0,0,0,1,0,0,2,,2,,4,,2,,3,
892,1,33,54645,2986076025,"White",0,0,0,1,1,0,1,1,,4,,1,,4,,3,,3
893,1,64,82889,6870586321,"White",0,0,0,2,1,1,0,1,3,,2,,3,,2,,3,
894,1,62,17913,320875569,"Black",0,,0,2,2,1,1,1,2,2,4,3,3,3,3,4,3,4
895,1,57,16144,260628736,"Black",0,1,1,0,0,1,1,0,2,2,4,4,4,4,3,3,4,4
896,1,31,298157,88897596649,"White",0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,2,3
897,0,18,60560,3667513600,"White",0,0,0,1,1,1,1,0,2,2,3,3,3,3,3,3,3,3
898,0,22,52174,2722126276,"White",0,,0,0,0,0,0,0,,,,,,,,,,
899,0,54,42658,1819704964,"Black",0,0,0,2,2,1,1,0,3,3,3,3,3,3,4,4,3,3
900,1,36,74154,5498815716,"Black",0,0,0,3,3,1,1,1,3,3,4,3,4,4,3,3,3,3
901,1,18,51512,2653486144,"White",0,0,0,2,2,1,1,1,3,3,3,2,3,3,2,2,3,3
902,1,37,32307,1043742249,"Black",0,0,0,3,1,1,1,0,3,3,4,5,4,4,3,3,3,3
903,1,61,35376,1251461376,"Black",0,0,0,2,2,1,1,0,3,3,2,2,3,2,3,3,3,3
904,1,50,37956,1440657936,"Black",0,0,0,1,0,1,1,0,3,3,4,4,4,4,4,4,3,3
905,1,28,38717,1499006089,"Other",0,0,0,2,1,0,1,1,,3,,3,,3,,3,,4
906,1,18,27403,750924409,"White",0,,1,2,1,1,0,1,2,,3,,3,,3,,2,
907,1,28,118073,13941233329,"Black",0,0,0,2,1,1,1,1,3,2,3,2,2,2,3,3,2,3
908,1,41,53897,2904886609,"Black",0,1,0,1,1,1,1,1,1,1,3,3,3,4,4,4,2,3
909,1,53,26939,725709721,"Black",0,1,0,3,2,1,1,0,3,2,4,3,4,3,3,3,2,2
910,0,18,80240,6438457600,"Other",1,0,0,3,3,0,0,0,,,,,,,,,,
911,0,55,66169,4378336561,"Black",0,0,0,1,1,1,1,0,3,3,3,3,3,3,3,2,4,4
912,0,40,44789,2006054521,"White",0,0,0,1,0,1,1,1,2,3,2,2,3,3,4,4,3,3
913,1,49,68905,4747899025,"Black",0,0,0,0,0,1,1,1,3,4,4,4,3,4,2,2,2,3
914,1,18,24214,586317796,"White",0,0,1,0,0,1,0,0,4,,4,,3,,3,,2,
915,0,30,42647,1818766609,"Other",0,0,0,2,2,1,1,0,3,2,4,4,3,3,3,3,4,4
916,1,33,22482,505440324,"White",0,0,0,0,0,1,1,1,4,5,3,2,3,4,2,3,4,5
917,1,56,19394,376127236,"White",0,0,0,2,2,1,1,1,3,4,3,2,2,2,3,4,3,3
918,1,55,38356,1471182736,"White",0,0,0,1,0,1,1,0,3,3,4,2,4,4,4,4,3,3
919,0,47,57194,3271153636,"White",1,0,0,3,3,1,1,0,5,5,4,4,3,3,4,4,2,2
920,0,64,24086,580135396,"Black",0,1,0,0,0,1,1,0,1,2,4,4,3,3,3,4,3,3
921,1,32,43466,1889293156,"Hispanic",0,0,0,0,0,0,1,1,,3,,4,,4,,3,,2
922,0,55,11561,133656721,"White",0,1,0,2,1,1,1,0,1,1,5,5,4,4,3,3,2,3
923,0,39,34975,1223250625,"White",1,0,1,2,1,0,0,0,,,,,,,,,,
924,1,30,127556,16270533136,"White",0,0,0,1,1,1,1,1,2,3,3,3,4,5,4,4,3,3
925,1,54,19903,396129409,"Hispanic",0,0,0,1,0,1,0,0,2,,4,,2,,3,,3,
926,1,61,19253,370678009,"Black",0,0,0,2,2,1,0,1,2,,4,,4,,3,,2,
927,0,53,41936,1758628096,"White",1,,0,2,2,1,1,1,2,2,3,3,3,3,3,3,3,4
928,1,32,76689,5881202721,"Hispanic",0,1,1,2,2,1,1,1,2,3,4,4,4,4,3,4,3,3
929,0,33,134412,18066585744,"Hispanic",0,0,0,3,1,1,1,1,2,2,2,2,4,4,3,3,3,3
930,1,61,417805,174561018025,"Black",0,0,0,1,1,1,1,1,2,4,2,2,4,4,3,4,2,3
931,1,45,94892,9004491664,"Black",0,0,0,2,2,1,1,1,3,3,3,2,4,4,3,4,3,4
932,0,52,85557,7320000249,"Black",0,0,0,0,0,1,1,1,2,3,4,3,3,3,4,5,3,3
933,1,35,253246,64133536516,"Black",0,0,0,0,0,1,1,1,2,2,3,3,4,4,2,3,4,3
934,1,59,39302,1544647204,"Black",0,0,0,0,0,1,1,1,2,2,4,4,3,3,3,3,3,3
935,1,28,42155,1777044025,"Black",0,1,1,0,0,1,1,1,1,2,4,4,3,4,3,3,3,3
936,0,49,61230,3749112900,"Black",0,0,0,3,2,1,1,0,3,3,3,3,4,4,4,4,3,2
937,1,28,16054,257730916,"Black",0,0,0,1,1,1,1,1,3,3,4,3,4,4,3,4,3,4
938,1,18,11515,132595225,"Hispanic",0,0,0,2,1,1,0,1,2,,2,,3,,3,,3,
939,1,20,212184,45022049856,"Other",0,0,0,2,0,1,1,1,1,1,3,3,4,4,4,4,2,2
940,0,42,31564,996286096,"White",0,0,0,1,1,1,0,1,2,,3,,3,,3,,4,
941,1,53,34665,1201662225,"Black",0,1,1,1,0,0,1,0,,1,,4,,2,,3,,2
942,0,18,22593,510443649,"Black",0,0,1,1,1,1,1,0,2,2,3,3,2,2,3,3,3,3
943,0,21,56108,3148107664,"White",0,0,0,2,2,1,1,1,3,3,2,2,4,4,3,4,4,4
944,0,66,80233,6437334289,"Other",1,0,0,2,2,1,1,0,4,5,3,3,4,4,4,3,3,4
945,0,33,41643,1734139449,"White",0,0,0,3,3,1,1,0,3,3,1,2,3,3,2,2,2,3
946,0,48,50592,2559550464,"Other",0,0,0,3,3,1,1,0,2,2,2,2,4,4,4,3,4,4
947,0,32,107033,11456063089,"White",1,0,0,2,0,1,1,0,3,3,3,3,4,3,3,2,3,3
948,0,36,49571,2457284041,"Black",0,0,0,2,1,1,1,0,2,2,3,3,3,2,3,3,3,3
949,0,41,31911,1018311921,"Black",0,,0,3,3,1,1,0,3,2,3,3,3,3,2,2,3,2
950,0,40,47633,2268902689,"Black",0,0,0,2,1,1,1,1,2,2,3,4,4,5,3,3,3,3
951,1,37,25487,649587169,"Black",0,0,0,1,1,1,1,1,2,2,4,4,3,3,3,3,2,2
952,0,33,54246,2942628516,"White",0,0,0,1,1,1,1,0,3,3,4,3,3,3,2,2,3,3
953,1,18,24378,594286884,"Black",0,1,0,2,1,1,1,0,2,2,5,5,2,2,3,3,2,2
954,0,68,152500,23256250000,"White",0,0,0,3,2,1,1,1,4,4,3,3,4,5,2,2,4,3
955,0,67,6840,46785600,"White",1,0,1,0,0,1,1,0,4,4,3,3,4,3,3,3,3,2
956,1,23,68928,4751069184,"Hispanic",0,0,0,2,2,1,1,1,2,3,4,3,4,4,3,2,3,4
957,1,37,33839,1145077921,"Other",0,,0,2,1,1,1,1,1,2,4,4,4,4,3,3,3,3
958,0,61,245119,60083324161,"Black",0,0,0,1,1,1,1,0,3,3,3,3,4,4,2,2,2,2
959,0,55,41449,1718019601,"Black",0,1,1,0,0,1,1,0,2,2,4,4,3,2,3,3,3,2
960,0,59,73515,5404455225,"White",0,0,0,2,2,1,1,0,3,3,3,3,4,4,3,3,3,3
961,1,24,68138,4642787044,"White",0,0,0,0,0,1,1,1,2,3,4,3,4,4,2,3,2,2
962,0,79,60957,3715755849,"White",0,0,0,2,2,1,1,0,3,3,4,4,3,3,3,3,4,3
963,1,23,75680,5727462400,"White",0,1,1,2,2,1,1,0,2,2,3,3,3,3,3,3,3,3
964,0,51,247140,61078179600,"Black",0,0,0,0,0,1,1,1,2,3,3,3,4,3,3,3,2,2
965,1,42,105007,11026470049,"Hispanic",0,0,1,0,0,1,1,1,3,4,4,3,3,4,3,4,3,3
966,1,34,58508,3423186064,"Black",0,0,0,3,1,1,1,1,2,4,4,4,3,4,2,2,3,4
967,1,34,209398,43847522404,"Black",1,1,1,2,1,0,1,1,,2,,4,,4,,3,,2
968,0,25,79725,6356075625,"Black",0,0,0,1,1,1,1,0,2,2,2,2,4,4,2,3,3,3
969,1,64,84124,7076847376,"White",0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,4,5
970,0,41,135375,18326390625,"White",0,0,0,1,1,1,1,0,3,3,3,3,3,3,3,3,3,3
971,1,44,56878,3235106884,"Black",0,0,0,1,1,1,1,0,2,2,4,4,3,2,3,3,4,5
972,0,43,89337,7981099569,"White",0,1,0,2,1,1,1,1,3,4,4,5,4,4,3,3,2,3
973,1,34,40143,1611460449,"Hispanic",0,1,1,0,0,1,1,1,2,2,4,4,3,3,2,2,3,4
974,0,23,55251,3052673001,"Black",0,0,0,4,3,1,1,0,2,1,2,2,3,3,3,2,2,2
975,0,44,51611,2663695321,"White",0,1,1,2,2,1,1,0,1,2,4,4,2,2,3,3,3,2
976,1,18,29971,898260841,"White",1,0,0,2,1,1,1,1,2,3,3,2,4,3,4,4,3,3
977,1,19,254613,64827779769,"Black",0,0,1,0,0,1,1,0,1,2,3,3,4,4,2,2,4,4
978,0,24,31973,1022272729,"Black",0,0,1,2,2,1,0,1,1,,3,,3,,3,,3,
979,0,24,37615,1414888225,"Black",0,1,0,2,1,1,1,0,2,2,4,4,4,4,2,2,3,2
980,0,42,144251,20808351001,"Hispanic",0,0,1,2,2,1,1,0,3,3,3,3,4,5,3,3,3,3
981,0,64,49182,2418869124,"Black",0,0,1,1,1,1,1,0,3,2,3,2,3,4,3,3,3,3
982,1,18,127297,16204526209,"White",0,,0,1,0,1,0,1,3,,3,,4,,3,,3,
983,1,47,30758,946054564,"White",0,,0,3,1,0,1,0,,3,,4,,3,,3,,2
984,1,53,49489,2449161121,"Black",0,0,1,1,1,1,1,1,4,5,5,4,4,3,3,3,3,3
985,1,25,40906,1673300836,"White",0,0,0,5,4,1,1,1,3,3,3,2,4,4,2,3,3,4
986,1,39,23028,530288784,"Black",0,,0,3,2,1,1,1,3,4,4,4,3,3,2,3,3,3
987,0,52,39227,1538757529,"Black",0,0,1,0,0,1,1,1,2,3,4,4,2,2,3,4,2,3
988,0,36,29601,876219201,"Hispanic",1,0,0,3,2,1,1,0,3,3,3,3,3,3,3,3,3,3
989,0,37,99284,9857312656,"White",0,0,0,1,0,1,0,1,3,,4,,3,,3,,2,
990,0,45,39616,1569427456,"Black",0,1,0,2,2,0,1,0,,1,,3,,2,,3,,3
991,0,39,46796,2189865616,"White",0,0,0,1,1,1,1,0,3,3,3,3,4,4,2,2,3,3
992,0,32,25784,664814656,"Asian",0,1,0,2,1,0,0,1,,,,,,,,,,
993,1,38,59393,3527528449,"Black",1,0,0,1,0,1,1,0,2,2,2,2,4,4,3,3,3,3
994,0,68,13770,189612900,"Hispanic",0,0,0,2,2,1,1,0,3,3,3,3,3,3,2,2,2,2
995,1,53,4721,22287841,"White",0,0,1,0,0,1,1,1,3,4,3,2,3,3,2,3,3,3
996,1,26,225002,50625900004,"Black",0,0,0,2,1,1,1,1,3,3,3,2,5,5,2,3,3,3
997,1,21,91637,8397339769,"White",0,0,0,2,2,1,0,1,2,,3,,3,,2,,3,
998,0,35,83080,6902286400,"Black",0,0,0,0,0,1,1,0,3,3,4,4,3,3,3,3,3,4
999,1,60,8355,69806025,"Black",0,0,0,2,2,1,1,1,4,5,3,3,3,3,3,3,3,3
1000,0,44,85947,7386886809,"White",1,0,0,5,1,0,1,1,,3,,3,,4,,4,,4
1001,0,29,75783,5743063089,"White",0,1,1,2,2,1,1,0,2,2,4,4,2,3,3,3,3,3
1002,1,53,46988,2207872144,"White",0,0,0,1,1,1,1,1,2,3,4,4,4,4,3,3,4,4
1003,0,38,96743,9359208049,"White",0,0,0,4,3,1,1,1,2,3,4,3,3,3,4,4,3,3
1004,1,23,122545,15017277025,"White",0,0,0,1,0,0,1,0,,2,,4,,3,,3,,3
1005,1,47,45345,2056169025,"White",0,,0,0,0,1,1,1,3,3,2,2,4,4,3,4,3,3
1006,0,63,237055,56195073025,"Black",0,1,1,2,1,1,1,0,1,1,3,3,4,4,3,3,3,2
1007,1,47,110246,12154180516,"Hispanic",1,,0,2,2,1,1,1,2,3,4,4,3,3,2,3,3,3
1008,0,43,133157,17730786649,"White",0,0,0,1,1,1,1,0,1,2,3,3,4,4,3,3,3,3
1009,0,30,38859,1510021881,"White",0,0,0,1,0,0,1,0,,1,,3,,3,,3,,2
1010,0,49,45021,2026890441,"White",0,0,0,2,1,1,1,1,2,3,4,4,3,3,3,3,3,3
1011,0,24,23902,571305604,"White",0,0,0,1,0,1,1,0,3,3,4,4,3,3,2,2,2,3
1012,0,18,69264,4797501696,"Hispanic",0,0,0,1,1,1,1,1,2,2,3,3,2,2,3,3,3,3
1013,0,39,61759,3814174081,"White",0,0,0,1,1,1,1,0,3,3,3,3,4,5,2,2,3,3
1014,1,39,53788,2893148944,"White",0,0,0,2,0,1,1,1,3,3,4,3,3,3,2,2,3,3
1015,0,75,29005,841290025,"White",0,1,0,1,0,1,1,0,3,4,5,5,3,3,3,3,3,4
1016,1,22,41531,1724823961,"Black",0,1,0,2,1,1,1,1,2,2,5,5,3,3,3,3,2,2
1017,1,43,244719,59887388961,"Black",0,,0,3,2,1,1,1,3,4,4,3,4,4,2,2,3,4
1018,1,52,23776,565298176,"Black",0,1,0,2,0,1,1,0,3,3,4,4,3,3,3,4,2,2
1019,0,56,36131,1305449161,"White",0,,0,0,0,1,1,0,2,2,2,2,4,4,3,3,3,3
1020,0,40,16269,264680361,"White",0,0,0,0,0,0,0,0,,,,,,,,,,
1021,0,29,18531,343397961,"Black",0,0,0,1,0,1,1,0,3,3,5,5,4,4,2,2,2,1
1022,1,39,39750,1580062500,"Black",0,0,0,0,0,1,1,1,2,3,4,4,2,2,2,3,3,4
1023,1,69,36561,1336706721,"Asian",0,0,0,2,1,1,1,1,2,3,3,2,3,4,3,3,3,3
1024,0,47,30524,931714576,"White",0,0,1,5,5,0,1,0,,3,,4,,3,,3,,4
1025,1,18,26922,724794084,"Black",0,0,0,2,1,1,1,1,2,2,3,3,3,3,3,3,3,4
1026,0,61,42722,1825169284,"Black",0,0,0,0,0,1,0,0,3,,4,,3,,2,,4,
1027,1,48,123871,15344024641,"Black",0,,0,4,3,1,1,0,2,2,3,3,4,4,3,3,3,4
1028,0,39,37554,1410302916,"Black",0,1,1,0,0,1,1,0,1,1,3,4,2,2,4,4,3,3
1029,0,40,17912,320839744,"Other",0,0,0,1,1,1,0,1,3,,3,,2,,3,,2,
1030,1,38,21259,451945081,"Hispanic",0,0,0,3,2,1,1,1,3,3,4,3,2,2,3,3,3,3
1031,0,44,10060,101203600,"Black",0,0,0,1,0,0,0,0,,,,,,,,,,
1032,1,32,12726,161951076,"White",0,0,0,1,1,1,1,1,3,4,3,3,4,5,3,3,4,5
1033,0,44,27497,756085009,"White",0,1,0,0,0,1,1,1,2,2,3,3,4,4,3,3,3,3
1034,0,26,22894,524135236,"Hispanic",0,0,0,3,1,1,1,0,2,2,2,2,4,4,2,2,3,3
1035,1,43,19941,397643481,"White",0,0,0,3,2,1,1,1,3,4,3,2,3,3,3,4,3,3
1036,1,57,245530,60284980900,"White",0,0,0,1,1,1,1,1,3,3,2,2,5,5,3,3,3,3
1037,0,48,202944,41186267136,"Hispanic",1,,0,2,2,1,1,0,3,3,3,3,3,3,4,4,3,3
1038,1,56,388989,151312442121,"Hispanic",0,0,0,0,0,1,0,1,3,,3,,4,,3,,2,
1039,0,24,93058,8659791364,"Black",0,0,0,3,0,1,1,0,3,4,4,4,4,3,3,3,3,3
1040,0,41,43949,1931514601,"White",0,1,0,2,1,1,1,1,1,1,5,5,4,3,3,3,2,3
1041,1,49,21702,470976804,"Black",0,1,1,0,0,1,1,1,2,2,4,4,3,3,3,3,3,4
1042,1,24,20726,429567076,"Black",0,0,0,1,1,0,1,1,,3,,3,,5,,2,,2
1043,0,63,33600,1128960000,"Hispanic",0,0,1,4,2,1,1,0,1,1,3,4,3,4,3,3,2,2
1044,1,24,139274,19397247076,"Hispanic",0,0,0,0,0,1,1,1,1,2,3,3,2,2,3,4,2,3
1045,0,42,85217,7261937089,"Black",0,0,0,1,1,1,1,0,1,2,3,4,4,3,3,3,3,3
1046,0,42,101862,10375867044,"Hispanic",0,0,1,0,0,1,0,0,2,,3,,3,,2,,3,
1047,0,42,43048,1853130304,"Black",0,,0,3,2,1,1,0,2,2,3,3,4,4,3,3,3,3
1048,0,37,14427,208138329,"Black",0,0,1,1,0,1,1,0,2,2,3,3,3,3,4,4,3,2
1049,1,47,64919,4214476561,"Hispanic",0,0,0,1,1,1,0,1,2,,3,,3,,3,,4,
